player_id,signup_date,last_active_date,days_active
505,2024-01-05,2024-02-03,29
506,2024-01-01,2024-01-14,13
507,2024-01-05,2024-01-11,6
508,2024-01-04,2024-01-10,6
509,2024-01-04,2024-01-04,0
510,2024-01-04,2024-01-17,13
511,2024-01-05,2024-01-05,0
512,2024-01-07,2024-01-20,13
513,2024-01-04,2024-01-06,2
514,2024-01-06,2024-01-12,6
515,2024-01-05,2024-01-18,13
516,2024-01-04,2024-01-10,6
517,2024-01-06,2024-01-08,2
518,2024-01-07,2024-01-09,2
519,2024-01-03,2024-01-09,6
520,2024-01-07,2024-02-05,29
521,2024-01-04,2024-01-10,6
522,2024-01-05,2024-01-18,13
523,2024-01-02,2024-01-31,29
524,2024-01-04,2024-01-06,2
525,2024-01-02,2024-01-31,29
526,2024-01-06,2024-01-06,0
527,2024-01-03,2024-01-16,13
528,2024-01-01,2024-01-14,13
529,2024-01-07,2024-01-09,2
530,2024-01-03,2024-01-05,2
531,2024-01-04,2024-01-10,6
532,2024-01-02,2024-01-31,29
533,2024-01-07,2024-02-05,29
534,2024-01-02,2024-01-04,2
535,2024-01-05,2024-01-07,2
536,2024-01-02,2024-01-31,29
537,2024-01-05,2024-01-07,2
538,2024-01-06,2024-01-08,2
539,2024-01-07,2024-01-09,2
540,2024-01-07,2024-02-05,29
541,2024-01-01,2024-01-03,2
542,2024-01-04,2024-02-02,29
543,2024-01-05,2024-01-05,0
544,2024-01-01,2024-01-14,13
545,2024-01-02,2024-01-02,0
546,2024-01-02,2024-01-02,0
547,2024-01-01,2024-01-01,0
548,2024-01-07,2024-01-13,6
549,2024-01-02,2024-01-04,2
550,2024-01-06,2024-01-08,2
551,2024-01-06,2024-01-19,13
552,2024-01-01,2024-01-07,6
553,2024-01-05,2024-02-03,29
554,2024-01-05,2024-02-03,29
555,2024-01-01,2024-01-01,0
556,2024-01-05,2024-01-07,2
557,2024-01-07,2024-02-05,29
558,2024-01-07,2024-02-05,29
559,2024-01-05,2024-02-03,29
560,2024-01-06,2024-01-12,6
561,2024-01-05,2024-01-18,13
562,2024-01-07,2024-02-05,29
563,2024-01-03,2024-02-01,29
564,2024-01-04,2024-01-10,6
565,2024-01-02,2024-01-04,2
566,2024-01-03,2024-01-05,2
567,2024-01-05,2024-01-11,6
568,2024-01-06,2024-01-12,6
569,2024-01-01,2024-01-07,6
570,2024-01-05,2024-01-11,6
571,2024-01-06,2024-01-12,6
572,2024-01-04,2024-01-06,2
573,2024-01-05,2024-01-11,6
574,2024-01-07,2024-01-20,13
575,2024-01-01,2024-01-07,6
576,2024-01-06,2024-02-04,29
577,2024-01-06,2024-02-04,29
578,2024-01-06,2024-01-19,13
579,2024-01-04,2024-01-04,0
580,2024-01-05,2024-02-03,29
581,2024-01-04,2024-01-10,6
582,2024-01-02,2024-01-15,13
583,2024-01-02,2024-01-08,6
584,2024-01-05,2024-01-05,0
585,2024-01-07,2024-01-09,2
586,2024-01-04,2024-01-04,0
587,2024-01-01,2024-01-07,6
588,2024-01-06,2024-01-12,6
589,2024-01-06,2024-01-06,0
590,2024-01-05,2024-01-07,2
591,2024-01-07,2024-01-09,2
592,2024-01-02,2024-01-02,0
593,2024-01-02,2024-01-02,0
594,2024-01-06,2024-01-19,13
595,2024-01-05,2024-01-11,6
596,2024-01-04,2024-02-02,29
597,2024-01-02,2024-01-04,2
598,2024-01-04,2024-01-17,13
599,2024-01-07,2024-01-20,13
600,2024-01-02,2024-01-04,2
