session_id,player_id,session_date,session_duration_minutes,level_reached,events_completed,purchase_amount
51,3,2024-01-20,54,12,4,0.0
52,3,2024-01-20,56,12,5,0.0
53,3,2024-01-21,20,12,3,0.0
54,3,2024-01-22,28,12,1,0.0
55,3,2024-01-23,50,13,6,0.0
56,3,2024-01-24,10,13,5,0.0
57,3,2024-01-25,25,13,2,0.0
58,3,2024-01-26,19,13,7,0.0
59,3,2024-01-26,47,13,3,0.0
60,3,2024-01-27,17,14,3,0.0
61,3,2024-01-28,17,15,1,0.0
62,3,2024-01-28,37,16,0,0.0
63,3,2024-01-29,36,16,0,0.0
64,3,2024-01-29,18,17,3,0.0
65,3,2024-01-30,37,18,4,0.0
66,3,2024-01-31,44,18,1,0.0
67,3,2024-01-31,14,18,1,0.0
68,3,2024-02-01,39,18,4,0.0
69,3,2024-02-01,14,19,0,0.0
70,3,2024-02-02,10,19,6,0.0
71,3,2024-02-02,58,20,1,0.0
72,3,2024-02-03,34,20,5,0.0
73,4,2024-01-07,10,2,4,34.89
74,4,2024-01-08,14,2,4,0.0
75,4,2024-01-09,46,2,4,0.0
76,4,2024-01-10,82,3,4,0.0
77,4,2024-01-10,13,4,7,0.0
78,4,2024-01-11,81,5,5,0.0
79,4,2024-01-11,12,6,5,0.0
80,4,2024-01-12,14,7,0,0.0
81,4,2024-01-12,56,7,5,0.0
82,4,2024-01-13,84,8,5,1.71
83,4,2024-01-13,59,8,2,0.0
84,4,2024-01-14,72,8,0,0.0
85,4,2024-01-15,88,9,2,0.0
86,4,2024-01-15,14,9,0,0.0
87,4,2024-01-16,26,10,1,0.0
88,4,2024-01-16,15,10,2,0.0
89,4,2024-01-17,84,11,6,7.27
90,4,2024-01-18,25,11,2,17.94
91,4,2024-01-19,76,11,4,0.0
92,4,2024-01-19,60,12,4,14.65
93,4,2024-01-20,30,12,3,0.0
94,4,2024-01-20,55,13,4,0.0
95,4,2024-01-21,82,14,5,0.0
96,4,2024-01-22,65,14,4,0.0
97,4,2024-01-23,35,14,3,30.27
98,4,2024-01-24,56,15,1,0.0
99,4,2024-01-25,87,15,4,0.0
100,4,2024-01-25,35,15,6,13.37
101,4,2024-01-26,32,15,6,0.0
102,4,2024-01-27,27,15,2,0.0
103,4,2024-01-27,24,15,3,37.13
104,4,2024-01-28,48,15,6,0.0
105,4,2024-01-28,53,15,4,0.0
106,4,2024-01-29,34,15,2,0.0
107,4,2024-01-29,27,15,1,27.32
108,4,2024-01-30,17,15,3,0.0
109,4,2024-01-31,51,15,5,0.0
110,4,2024-02-01,35,15,2,0.0
111,4,2024-02-01,65,15,5,0.0
112,4,2024-02-02,42,15,5,12.04
113,4,2024-02-03,13,15,5,0.0
114,4,2024-02-04,33,15,6,0.0
115,4,2024-02-04,12,15,7,0.0
116,4,2024-02-05,45,15,5,0.0
117,5,2024-01-03,58,2,5,0.0
118,5,2024-01-03,11,3,7,0.0
119,5,2024-01-04,54,3,5,0.0
120,5,2024-01-04,35,4,2,0.0
121,5,2024-01-05,42,4,3,0.0
122,5,2024-01-05,56,4,5,0.0
123,6,2024-01-05,22,2,0,0.0
124,6,2024-01-05,15,3,1,0.0
125,6,2024-01-06,32,4,1,0.0
126,6,2024-01-07,49,4,0,0.0
127,7,2024-01-05,33,2,6,0.0
128,8,2024-01-07,20,1,3,0.0
129,8,2024-01-07,44,2,7,0.0
130,8,2024-01-08,31,3,4,0.0
131,8,2024-01-08,17,3,4,0.0
132,8,2024-01-09,39,3,4,0.0
133,8,2024-01-09,14,4,5,0.0
134,8,2024-01-10,13,5,1,0.0
135,8,2024-01-10,34,6,7,0.0
136,8,2024-01-11,49,7,2,0.0
137,8,2024-01-12,47,7,6,0.0
138,8,2024-01-13,42,8,0,0.0
139,8,2024-01-14,11,8,7,0.0
140,8,2024-01-15,48,9,5,0.0
141,8,2024-01-15,12,9,7,0.0
142,8,2024-01-16,24,9,0,0.0
143,8,2024-01-16,39,9,3,0.0
144,8,2024-01-17,47,9,4,0.0
145,8,2024-01-18,36,9,5,0.0
146,8,2024-01-19,31,9,4,0.0
147,8,2024-01-19,19,10,5,0.0
148,8,2024-01-20,40,11,4,0.0
149,8,2024-01-21,24,11,4,0.0
150,8,2024-01-21,38,12,3,0.0
151,8,2024-01-22,11,13,2,0.0
152,8,2024-01-23,45,13,2,0.0
153,8,2024-01-24,14,13,5,0.0
154,8,2024-01-25,49,13,7,0.0
155,8,2024-01-25,32,13,5,0.0
156,8,2024-01-26,21,13,7,0.0
157,8,2024-01-27,27,13,6,0.0
158,8,2024-01-27,49,13,3,0.0
159,8,2024-01-28,45,13,4,0.0
160,8,2024-01-28,46,13,1,0.0
161,8,2024-01-29,37,14,0,0.0
162,8,2024-01-30,38,15,0,0.0
163,8,2024-01-30,31,15,0,0.0
164,8,2024-01-31,46,15,5,0.0
165,8,2024-01-31,45,16,0,0.0
166,8,2024-02-01,49,16,6,0.0
167,8,2024-02-02,18,17,0,0.0
168,8,2024-02-03,35,18,6,0.0
169,8,2024-02-04,34,18,5,0.0
170,8,2024-02-04,11,18,2,0.0
171,8,2024-02-05,36,18,2,0.0
172,8,2024-02-05,53,18,5,0.0
173,9,2024-01-02,42,2,6,0.0
174,9,2024-01-02,52,3,3,0.0
175,9,2024-01-03,30,4,0,0.0
176,9,2024-01-03,29,5,3,0.0
177,9,2024-01-04,31,6,4,0.0
178,9,2024-01-04,49,6,0,0.0
179,10,2024-01-03,28,2,5,0.0
180,10,2024-01-03,38,3,4,0.0
181,10,2024-01-04,25,4,1,0.0
182,10,2024-01-04,10,4,6,0.0
183,10,2024-01-05,11,5,0,0.0
184,10,2024-01-05,59,6,2,0.0
185,11,2024-01-07,12,2,1,0.0
186,11,2024-01-08,55,3,0,0.0
187,11,2024-01-09,37,3,6,0.0
188,12,2024-01-03,32,2,4,0.0
189,12,2024-01-03,17,3,6,0.0
190,12,2024-01-04,12,3,3,0.0
191,12,2024-01-05,17,4,7,0.0
192,12,2024-01-06,23,5,5,0.0
193,12,2024-01-06,52,5,7,0.0
194,12,2024-01-07,46,5,5,0.0
195,12,2024-01-07,30,5,5,0.0
196,12,2024-01-08,57,5,1,0.0
197,12,2024-01-09,19,5,6,0.0
198,12,2024-01-10,32,5,4,0.0
199,12,2024-01-11,57,5,4,0.0
200,12,2024-01-12,45,5,4,0.0
201,12,2024-01-13,27,5,1,0.0
202,12,2024-01-13,10,5,6,0.0
203,12,2024-01-14,29,5,2,0.0
204,12,2024-01-15,11,5,2,0.0
205,12,2024-01-15,32,5,6,0.0
206,12,2024-01-16,29,5,4,0.0
207,12,2024-01-16,46,5,5,0.0
208,13,2024-01-03,31,1,0,0.0
209,13,2024-01-04,39,2,5,0.0
210,13,2024-01-04,32,2,0,0.0
211,13,2024-01-05,26,3,7,0.0
212,13,2024-01-05,11,4,6,0.0
213,13,2024-01-06,31,4,3,0.0
214,13,2024-01-07,38,5,6,0.0
215,13,2024-01-07,46,6,1,0.0
216,13,2024-01-08,30,6,0,0.0
217,13,2024-01-08,47,7,4,0.0
218,13,2024-01-09,47,7,6,0.0
219,13,2024-01-10,51,8,2,0.0
220,13,2024-01-11,40,8,7,0.0
221,13,2024-01-12,21,8,4,0.0
222,13,2024-01-12,16,8,0,0.0
223,13,2024-01-13,30,9,1,0.0
224,13,2024-01-13,55,10,3,0.0
225,13,2024-01-14,52,10,0,0.0
226,13,2024-01-14,45,10,2,0.0
227,13,2024-01-15,38,10,4,0.0
228,13,2024-01-15,20,10,7,0.0
229,13,2024-01-16,45,10,0,0.0
230,14,2024-01-05,56,1,5,0.0
231,14,2024-01-06,42,2,6,0.0
232,14,2024-01-07,28,3,2,0.0
233,14,2024-01-07,26,4,4,0.0
234,14,2024-01-08,43,5,1,0.0
235,14,2024-01-09,18,6,0,0.0
236,14,2024-01-10,34,6,7,0.0
237,14,2024-01-11,34,7,2,0.0
238,14,2024-01-11,59,7,3,0.0
239,14,2024-01-12,39,8,3,0.0
240,14,2024-01-13,46,9,2,0.0
241,14,2024-01-14,26,9,6,0.0
242,14,2024-01-15,56,10,7,0.0
243,14,2024-01-16,28,10,4,0.0
244,14,2024-01-16,26,10,5,0.0
245,14,2024-01-17,15,10,1,0.0
246,14,2024-01-17,34,10,2,0.0
247,14,2024-01-18,50,10,6,0.0
248,14,2024-01-18,41,10,6,0.0
249,15,2024-01-04,23,2,6,0.0
250,15,2024-01-05,57,3,2,0.0
251,15,2024-01-06,38,4,5,0.0
252,15,2024-01-07,48,5,2,0.0
253,15,2024-01-07,51,6,5,0.0
254,15,2024-01-08,33,7,3,0.0
255,15,2024-01-09,43,7,2,0.0
256,15,2024-01-10,35,7,3,0.0
257,15,2024-01-10,48,8,0,0.0
258,15,2024-01-11,38,8,4,0.0
259,15,2024-01-11,27,8,4,0.0
260,15,2024-01-12,53,9,6,0.0
261,15,2024-01-12,44,9,5,0.0
262,15,2024-01-13,22,9,7,0.0
263,15,2024-01-14,44,10,5,0.0
264,15,2024-01-14,38,10,4,0.0
265,15,2024-01-15,53,10,7,0.0
266,15,2024-01-15,53,10,1,0.0
267,15,2024-01-16,34,11,3,0.0
268,15,2024-01-16,14,11,0,0.0
269,15,2024-01-17,54,12,5,0.0
270,15,2024-01-18,13,12,4,0.0
271,15,2024-01-18,34,13,4,0.0
272,15,2024-01-19,24,13,0,0.0
273,15,2024-01-19,33,14,2,0.0
274,15,2024-01-20,46,14,2,0.0
275,15,2024-01-20,15,14,6,0.0
276,15,2024-01-21,33,14,4,0.0
277,15,2024-01-21,43,15,3,0.0
278,15,2024-01-22,17,15,3,0.0
279,15,2024-01-22,38,15,6,0.0
280,15,2024-01-23,54,15,5,0.0
281,15,2024-01-23,19,15,2,0.0
282,15,2024-01-24,35,15,0,0.0
283,15,2024-01-24,58,15,1,0.0
284,15,2024-01-25,15,15,4,0.0
285,15,2024-01-26,56,15,6,0.0
286,15,2024-01-27,18,15,2,0.0
287,15,2024-01-28,58,15,4,0.0
288,15,2024-01-28,51,15,2,0.0
289,15,2024-01-29,27,15,5,0.0
290,15,2024-01-29,26,15,7,0.0
291,15,2024-01-30,41,15,2,0.0
292,15,2024-01-31,22,15,7,0.0
293,15,2024-01-31,56,15,0,0.0
294,15,2024-02-01,13,15,5,0.0
295,15,2024-02-02,43,15,2,0.0
296,16,2024-01-03,12,1,3,0.0
297,16,2024-01-04,18,2,0,0.0
298,16,2024-01-04,14,2,1,0.0
299,16,2024-01-05,24,3,2,0.0
300,16,2024-01-05,14,4,1,0.0
301,16,2024-01-06,46,5,4,0.0
302,16,2024-01-06,37,6,0,0.0
303,16,2024-01-07,49,6,5,0.0
304,16,2024-01-07,38,6,2,0.0
305,16,2024-01-08,49,6,2,0.0
306,16,2024-01-08,22,7,5,0.0
307,16,2024-01-09,28,7,3,0.0
308,16,2024-01-09,42,8,7,0.0
309,16,2024-01-10,22,8,0,0.0
310,16,2024-01-11,51,9,2,0.0
311,16,2024-01-12,16,9,4,0.0
312,16,2024-01-12,40,9,1,0.0
313,16,2024-01-13,52,10,6,0.0
314,16,2024-01-13,40,10,1,0.0
315,16,2024-01-14,11,10,5,0.0
316,16,2024-01-14,22,10,4,0.0
317,16,2024-01-15,48,10,1,0.0
318,16,2024-01-15,41,10,4,0.0
319,16,2024-01-16,36,10,0,0.0
320,16,2024-01-16,50,10,0,0.0
321,16,2024-01-17,40,10,1,0.0
322,16,2024-01-17,33,10,4,0.0
323,16,2024-01-18,57,10,5,0.0
324,16,2024-01-19,39,10,6,0.0
325,16,2024-01-20,50,10,7,0.0
326,16,2024-01-20,43,10,6,0.0
327,16,2024-01-21,24,10,5,0.0
328,16,2024-01-21,46,10,4,0.0
329,16,2024-01-22,13,10,3,0.0
330,16,2024-01-22,41,10,3,0.0
331,16,2024-01-23,13,10,2,0.0
332,16,2024-01-23,26,10,3,0.0
333,16,2024-01-24,26,10,1,0.0
334,16,2024-01-24,10,10,5,0.0
335,16,2024-01-25,27,10,1,0.0
336,16,2024-01-25,23,10,7,0.0
337,16,2024-01-26,38,10,3,0.0
338,16,2024-01-27,44,10,3,0.0
339,16,2024-01-27,21,10,6,0.0
340,16,2024-01-28,20,10,0,0.0
341,16,2024-01-29,56,10,6,0.0
342,16,2024-01-29,41,10,2,0.0
343,16,2024-01-30,32,10,1,0.0
344,16,2024-01-31,55,10,1,0.0
345,16,2024-01-31,38,10,3,0.0
346,16,2024-02-01,44,10,4,0.0
347,17,2024-01-06,41,2,5,0.0
348,17,2024-01-07,31,3,2,0.0
349,17,2024-01-07,26,3,7,0.0
350,17,2024-01-08,38,3,7,0.0
351,17,2024-01-08,46,4,5,0.0
352,17,2024-01-09,14,4,0,0.0
353,17,2024-01-10,47,5,4,0.0
354,17,2024-01-10,44,6,0,0.0
355,17,2024-01-11,21,6,3,0.0
356,17,2024-01-11,25,6,3,0.0
357,17,2024-01-12,34,6,4,0.0
358,17,2024-01-12,17,6,5,0.0
359,17,2024-01-13,16,6,7,0.0
360,17,2024-01-13,53,7,3,0.0
361,17,2024-01-14,12,8,6,0.0
362,17,2024-01-14,34,9,6,0.0
363,17,2024-01-15,53,10,0,0.0
364,17,2024-01-16,57,10,0,0.0
365,17,2024-01-16,31,10,5,0.0
366,17,2024-01-17,11,10,7,0.0
367,17,2024-01-18,20,10,7,0.0
368,17,2024-01-18,22,10,0,0.0
369,17,2024-01-19,30,10,1,0.0
370,17,2024-01-19,39,10,7,0.0
371,17,2024-01-20,55,10,6,0.0
372,17,2024-01-20,40,10,5,0.0
373,17,2024-01-21,20,10,4,0.0
374,17,2024-01-21,34,10,0,0.0
375,17,2024-01-22,47,10,0,0.0
376,17,2024-01-22,17,10,2,0.0
377,17,2024-01-23,33,10,0,0.0
378,17,2024-01-23,26,10,3,0.0
379,17,2024-01-24,55,10,7,0.0
380,17,2024-01-25,25,10,5,0.0
381,17,2024-01-26,37,10,3,0.0
382,17,2024-01-26,42,10,1,0.0
383,17,2024-01-27,41,10,1,0.0
384,17,2024-01-27,42,10,1,0.0
385,17,2024-01-28,42,10,0,0.0
386,17,2024-01-29,39,10,0,0.0
387,17,2024-01-30,35,10,5,0.0
388,17,2024-01-31,11,10,5,0.0
389,17,2024-02-01,35,10,5,0.0
390,17,2024-02-02,59,10,6,0.0
391,17,2024-02-02,43,10,1,0.0
392,17,2024-02-03,53,10,0,0.0
393,17,2024-02-04,20,10,4,0.0
394,17,2024-02-04,12,10,2,0.0
395,18,2024-01-05,50,1,1,0.0
396,18,2024-01-05,71,1,6,0.0
397,19,2024-01-02,31,2,2,0.0
398,19,2024-01-02,50,3,5,0.0
399,20,2024-01-04,34,1,1,0.0
400,21,2024-01-06,41,2,1,0.0
401,21,2024-01-07,27,3,4,0.0
402,21,2024-01-07,41,4,2,0.0
403,21,2024-01-08,37,5,2,0.0
404,22,2024-01-06,21,2,4,0.0
405,22,2024-01-07,33,3,3,0.0
406,22,2024-01-08,53,3,3,0.0
407,22,2024-01-08,33,4,2,0.0
408,23,2024-01-02,45,1,1,0.0
409,23,2024-01-02,45,2,1,0.0
410,23,2024-01-03,21,3,1,0.0
411,23,2024-01-04,30,3,2,0.0
412,23,2024-01-04,35,3,7,0.0
413,23,2024-01-05,32,4,5,0.0
414,23,2024-01-05,23,5,4,0.0
415,23,2024-01-06,47,6,5,0.0
416,23,2024-01-07,56,6,6,0.0
417,23,2024-01-07,34,6,6,0.0
418,23,2024-01-08,26,7,0,0.0
419,23,2024-01-08,37,8,4,0.0
420,24,2024-01-04,54,2,6,0.0
421,24,2024-01-04,20,2,5,0.0
422,25,2024-01-05,50,2,3,0.0
423,25,2024-01-05,17,3,0,0.0
424,25,2024-01-06,29,4,2,0.0
425,25,2024-01-07,56,5,4,0.0
426,26,2024-01-01,24,2,2,0.0
427,26,2024-01-02,29,3,1,0.0
428,26,2024-01-03,46,3,4,0.0
429,26,2024-01-04,44,4,4,0.0
430,26,2024-01-05,14,5,2,0.0
431,26,2024-01-06,21,6,4,0.0
432,26,2024-01-06,59,6,2,0.0
433,26,2024-01-07,43,7,4,0.0
434,26,2024-01-07,48,7,6,0.0
435,26,2024-01-08,59,8,5,0.0
436,26,2024-01-09,32,9,4,0.0
437,26,2024-01-09,25,9,3,0.0
438,26,2024-01-10,17,9,0,0.0
439,26,2024-01-11,17,10,5,0.0
440,26,2024-01-12,56,11,1,0.0
441,26,2024-01-13,35,12,5,0.0
442,26,2024-01-14,27,12,7,0.0
443,26,2024-01-14,56,12,3,0.0
444,27,2024-01-04,28,1,5,0.0
445,28,2024-01-02,75,1,0,48.88
446,28,2024-01-02,57,1,2,15.15
447,28,2024-01-03,13,2,1,0.0
448,28,2024-01-03,22,2,2,0.0
449,28,2024-01-04,63,3,0,0.0
450,29,2024-01-06,38,2,0,0.0
451,29,2024-01-06,41,3,3,0.0
452,29,2024-01-07,35,4,7,0.0
453,29,2024-01-07,55,5,1,0.0
454,29,2024-01-08,18,6,1,0.0
455,29,2024-01-08,17,6,5,0.0
456,30,2024-01-05,57,2,6,0.0
457,30,2024-01-06,57,3,3,0.0
458,30,2024-01-07,52,4,6,1.37
459,30,2024-01-08,24,5,6,0.0
460,30,2024-01-09,30,6,3,9.15
461,30,2024-01-09,61,6,3,0.0
462,30,2024-01-10,17,7,1,0.0
463,30,2024-01-11,58,7,5,0.0
464,30,2024-01-11,84,8,6,0.0
465,30,2024-01-12,40,8,1,28.8
466,30,2024-01-13,45,8,3,40.97
467,30,2024-01-13,54,8,6,0.0
468,30,2024-01-14,30,8,0,0.0
469,30,2024-01-14,24,8,4,0.0
470,30,2024-01-15,81,8,2,0.0
471,30,2024-01-15,46,9,3,0.0
472,30,2024-01-16,48,9,0,31.57
473,30,2024-01-16,64,9,1,37.11
474,30,2024-01-17,30,10,3,32.46
475,30,2024-01-18,41,10,4,0.0
476,30,2024-01-19,66,10,2,0.0
477,30,2024-01-20,27,10,6,0.0
478,30,2024-01-21,84,10,1,6.1
479,30,2024-01-22,51,10,3,0.0
480,30,2024-01-22,45,11,2,0.0
481,30,2024-01-23,50,11,3,0.0
482,30,2024-01-23,11,11,7,32.37
483,30,2024-01-24,81,11,4,0.0
484,30,2024-01-24,67,12,6,0.0
485,30,2024-01-25,11,13,6,0.0
486,30,2024-01-25,39,14,1,0.0
487,30,2024-01-26,78,15,0,0.0
488,30,2024-01-26,64,15,7,23.07
489,30,2024-01-27,26,16,2,0.0
490,30,2024-01-27,25,17,5,48.73
491,30,2024-01-28,74,17,5,0.0
492,30,2024-01-29,81,17,5,41.48
493,30,2024-01-29,23,18,4,0.0
494,30,2024-01-30,11,18,2,0.0
495,30,2024-01-30,76,19,3,0.0
496,30,2024-01-31,64,20,6,0.0
497,30,2024-01-31,69,20,1,0.0
498,30,2024-02-01,58,20,2,41.06
499,30,2024-02-01,39,20,5,0.0
500,30,2024-02-02,15,20,5,11.39
501,30,2024-02-02,82,20,2,0.0
502,30,2024-02-03,11,20,5,0.0
503,30,2024-02-03,29,20,1,0.0
504,31,2024-01-04,40,2,5,0.0
505,31,2024-01-04,25,2,4,0.0
506,31,2024-01-05,12,2,5,0.0
507,31,2024-01-05,34,3,1,0.0
508,31,2024-01-06,30,4,0,0.0
509,31,2024-01-06,24,4,3,0.0
510,31,2024-01-07,41,5,3,0.0
511,31,2024-01-07,22,5,6,0.0
512,31,2024-01-08,29,5,1,0.0
513,31,2024-01-08,38,5,3,0.0
514,31,2024-01-09,15,5,7,0.0
515,31,2024-01-10,52,5,5,0.0
516,31,2024-01-11,32,5,2,0.0
517,31,2024-01-11,40,5,2,0.0
518,31,2024-01-12,28,5,1,0.0
519,31,2024-01-13,34,5,1,0.0
520,31,2024-01-13,20,5,1,0.0
521,31,2024-01-14,40,5,7,0.0
522,31,2024-01-15,18,5,6,0.0
523,31,2024-01-16,18,5,2,0.0
524,31,2024-01-17,18,5,3,0.0
525,31,2024-01-18,55,5,2,0.0
526,31,2024-01-18,16,5,7,0.0
527,31,2024-01-19,42,5,3,0.0
528,31,2024-01-19,13,5,6,0.0
529,31,2024-01-20,26,5,4,0.0
530,31,2024-01-20,48,5,3,0.0
531,31,2024-01-21,38,5,3,0.0
532,31,2024-01-21,45,5,3,0.0
533,31,2024-01-22,48,5,1,0.0
534,31,2024-01-22,46,5,3,0.0
535,31,2024-01-23,44,5,6,0.0
536,31,2024-01-24,37,5,5,0.0
537,31,2024-01-25,16,5,4,0.0
538,31,2024-01-25,31,5,4,0.0
539,31,2024-01-26,11,5,5,0.0
540,31,2024-01-26,36,5,4,0.0
541,31,2024-01-27,47,5,6,0.0
542,31,2024-01-27,30,5,1,0.0
543,31,2024-01-28,48,5,4,0.0
544,31,2024-01-29,22,5,4,0.0
545,31,2024-01-30,59,5,4,0.0
546,31,2024-01-30,30,5,4,0.0
547,31,2024-01-31,46,5,4,0.0
548,31,2024-01-31,41,5,3,0.0
549,31,2024-02-01,44,5,0,0.0
550,31,2024-02-02,20,5,6,0.0
551,31,2024-02-02,30,5,3,0.0
552,32,2024-01-01,57,1,7,0.0
553,32,2024-01-01,44,2,3,0.0
554,32,2024-01-02,47,3,1,0.0
555,32,2024-01-03,58,3,0,0.0
556,33,2024-01-01,38,2,1,0.0
557,33,2024-01-01,49,3,2,0.0
558,33,2024-01-02,43,4,5,0.0
559,33,2024-01-03,58,5,3,0.0
560,33,2024-01-03,32,6,2,0.0
561,33,2024-01-04,41,6,6,0.0
562,33,2024-01-05,17,7,0,0.0
563,33,2024-01-06,52,7,2,0.0
564,33,2024-01-07,44,8,4,0.0
565,33,2024-01-07,29,8,1,0.0
566,33,2024-01-08,55,8,3,0.0
567,33,2024-01-09,28,8,3,0.0
568,33,2024-01-10,52,8,4,0.0
569,33,2024-01-11,41,9,1,0.0
570,33,2024-01-11,47,10,7,0.0
571,33,2024-01-12,26,11,7,0.0
572,33,2024-01-12,49,11,1,0.0
573,33,2024-01-13,59,12,3,0.0
574,33,2024-01-14,13,12,0,0.0
575,33,2024-01-14,34,12,5,0.0
576,34,2024-01-03,49,2,4,0.0
577,34,2024-01-04,41,2,7,0.0
578,34,2024-01-05,43,3,6,0.0
579,34,2024-01-05,26,3,6,0.0
580,34,2024-01-06,34,4,5,0.0
581,34,2024-01-07,34,5,3,0.0
582,34,2024-01-07,39,5,3,0.0
583,34,2024-01-08,55,6,4,0.0
584,34,2024-01-08,44,6,5,0.0
585,34,2024-01-09,48,6,0,0.0
586,34,2024-01-10,27,6,5,0.0
587,34,2024-01-11,17,6,5,0.0
588,34,2024-01-12,32,6,2,0.0
589,34,2024-01-13,31,6,0,0.0
590,34,2024-01-13,31,6,4,0.0
591,34,2024-01-14,11,7,6,0.0
592,34,2024-01-14,36,7,6,0.0
593,34,2024-01-15,32,7,4,0.0
594,34,2024-01-16,52,7,0,0.0
595,34,2024-01-16,12,8,2,0.0
596,34,2024-01-17,38,9,3,0.0
597,34,2024-01-18,34,9,6,0.0
598,34,2024-01-19,51,9,7,0.0
599,34,2024-01-19,10,9,2,0.0
600,34,2024-01-20,13,10,7,0.0
601,34,2024-01-21,51,10,1,0.0
602,34,2024-01-21,52,10,0,0.0
603,34,2024-01-22,30,10,7,0.0
604,34,2024-01-22,55,10,6,0.0
605,34,2024-01-23,36,10,1,0.0
606,34,2024-01-24,57,10,4,0.0
607,34,2024-01-25,45,10,5,0.0
608,34,2024-01-26,35,10,1,0.0
609,34,2024-01-26,21,10,0,0.0
610,34,2024-01-27,23,10,0,0.0
611,34,2024-01-27,43,10,4,0.0
612,34,2024-01-28,29,10,2,0.0
613,34,2024-01-29,40,10,6,0.0
614,34,2024-01-29,15,10,7,0.0
615,34,2024-01-30,46,10,1,0.0
616,34,2024-01-31,56,10,4,0.0
617,34,2024-01-31,13,10,3,0.0
618,34,2024-02-01,33,10,5,0.0
619,34,2024-02-01,44,10,1,0.0
620,35,2024-01-03,19,2,3,0.0
621,35,2024-01-04,54,3,6,0.0
622,35,2024-01-04,16,4,5,0.0
623,35,2024-01-05,33,5,1,0.0
624,36,2024-01-07,39,1,6,0.0
625,36,2024-01-07,28,2,5,0.0
626,36,2024-01-08,31,3,3,0.0
627,36,2024-01-09,47,4,3,0.0
628,36,2024-01-09,28,5,3,0.0
629,36,2024-01-10,58,6,1,0.0
630,36,2024-01-10,58,6,2,0.0
631,36,2024-01-11,20,6,5,0.0
632,36,2024-01-12,42,6,3,0.0
633,36,2024-01-13,57,7,6,0.0
634,36,2024-01-13,15,7,3,0.0
635,37,2024-01-02,19,2,4,0.0
636,37,2024-01-03,58,3,5,0.0
637,37,2024-01-04,15,4,4,0.0
638,38,2024-01-04,14,1,4,0.0
639,38,2024-01-04,29,1,1,0.0
640,38,2024-01-05,14,1,1,0.0
641,38,2024-01-05,13,2,6,0.0
642,38,2024-01-06,44,3,0,0.0
643,38,2024-01-06,45,3,5,0.0
644,38,2024-01-07,53,4,6,0.0
645,38,2024-01-07,29,5,3,0.0
646,38,2024-01-08,39,5,7,0.0
647,38,2024-01-09,51,5,5,0.0
648,38,2024-01-09,31,5,3,0.0
649,38,2024-01-10,44,5,6,0.0
650,38,2024-01-11,23,5,7,0.0
651,38,2024-01-11,19,5,7,0.0
652,38,2024-01-12,40,5,1,0.0
653,38,2024-01-12,34,5,4,0.0
654,38,2024-01-13,53,5,0,0.0
655,38,2024-01-13,54,5,3,0.0
656,38,2024-01-14,52,5,3,0.0
657,38,2024-01-14,27,5,1,0.0
658,38,2024-01-15,30,5,3,0.0
659,38,2024-01-16,42,5,2,0.0
660,38,2024-01-16,16,5,5,0.0
661,38,2024-01-17,24,5,1,0.0
662,39,2024-01-04,16,2,1,0.0
663,39,2024-01-04,53,2,5,0.0
